loop1.apoCaM-CA-Ng.Init293.run100.water5  20  1.9548
loop1.apoCaM-CA-Ng.Init293.run10.water4  20  1.9646
loop1.apoCaM-CA-Ng.Init293.run11.water4  20  1.9210
loop1.apoCaM-CA-Ng.Init293.run12.water3  20  1.8773
loop1.apoCaM-CA-Ng.Init293.run13.water3  20  1.9986
loop1.apoCaM-CA-Ng.Init293.run14.water4  20  1.9587
loop1.apoCaM-CA-Ng.Init293.run15.water3  20  2.1543
loop1.apoCaM-CA-Ng.Init293.run16.water3  20  1.9967
loop1.apoCaM-CA-Ng.Init293.run17.water3  20  2.0102
loop1.apoCaM-CA-Ng.Init293.run18.water4  20  1.9606
loop1.apoCaM-CA-Ng.Init293.run19.water4  20  1.8376
loop1.apoCaM-CA-Ng.Init293.run1.water3  20  1.9444
loop1.apoCaM-CA-Ng.Init293.run20.water4  20  1.8826
loop1.apoCaM-CA-Ng.Init293.run21.water4  20  1.9535
loop1.apoCaM-CA-Ng.Init293.run22.water4  20  1.9109
loop1.apoCaM-CA-Ng.Init293.run23.water4  20  1.9351
loop1.apoCaM-CA-Ng.Init293.run24.water4  20  1.9050
loop1.apoCaM-CA-Ng.Init293.run25.water4  20  1.9423
loop1.apoCaM-CA-Ng.Init293.run26.water4  20  1.9287
loop1.apoCaM-CA-Ng.Init293.run27.water4  20  1.9006
loop1.apoCaM-CA-Ng.Init293.run28.water4  20  1.9382
loop1.apoCaM-CA-Ng.Init293.run29.water4  20  1.9298
loop1.apoCaM-CA-Ng.Init293.run2.water4  20  1.8330
loop1.apoCaM-CA-Ng.Init293.run30.water4  20  1.9388
loop1.apoCaM-CA-Ng.Init293.run31.water4  20  1.8666
loop1.apoCaM-CA-Ng.Init293.run32.water2  20  1.9275
loop1.apoCaM-CA-Ng.Init293.run33.water4  20  1.9900
loop1.apoCaM-CA-Ng.Init293.run34.water4  20  1.9427
loop1.apoCaM-CA-Ng.Init293.run35.water5  20  1.9200
loop1.apoCaM-CA-Ng.Init293.run36.water5  20  1.9127
loop1.apoCaM-CA-Ng.Init293.run37.water4  20  1.9447
loop1.apoCaM-CA-Ng.Init293.run38.water5  20  1.8986
loop1.apoCaM-CA-Ng.Init293.run39.water4  20  1.9171
loop1.apoCaM-CA-Ng.Init293.run3.water3  20  1.9848
loop1.apoCaM-CA-Ng.Init293.run40.water4  20  1.9683
loop1.apoCaM-CA-Ng.Init293.run41.water5  20  1.8721
loop1.apoCaM-CA-Ng.Init293.run42.water4  20  1.9887
loop1.apoCaM-CA-Ng.Init293.run43.water5  20  1.9237
loop1.apoCaM-CA-Ng.Init293.run44.water6  20  1.8922
loop1.apoCaM-CA-Ng.Init293.run45.water5  20  1.9287
loop1.apoCaM-CA-Ng.Init293.run46.water6  20  1.9349
loop1.apoCaM-CA-Ng.Init293.run47.water5  20  2.0085
loop1.apoCaM-CA-Ng.Init293.run48.water6  20  1.9417
loop1.apoCaM-CA-Ng.Init293.run49.water6  20  1.9370
loop1.apoCaM-CA-Ng.Init293.run4.water3  20  1.9057
loop1.apoCaM-CA-Ng.Init293.run50.water5  20  1.8981
loop1.apoCaM-CA-Ng.Init293.run51.water6  20  1.9466
loop1.apoCaM-CA-Ng.Init293.run52.water6  20  1.9631
loop1.apoCaM-CA-Ng.Init293.run53.water6  20  1.9374
loop1.apoCaM-CA-Ng.Init293.run54.water6  20  1.9827
loop1.apoCaM-CA-Ng.Init293.run55.water5  20  1.8962
loop1.apoCaM-CA-Ng.Init293.run56.water6  20  1.9843
loop1.apoCaM-CA-Ng.Init293.run57.water6  20  1.8925
loop1.apoCaM-CA-Ng.Init293.run58.water6  20  1.9623
loop1.apoCaM-CA-Ng.Init293.run59.water5  20  1.8969
loop1.apoCaM-CA-Ng.Init293.run5.water3  20  1.9058
loop1.apoCaM-CA-Ng.Init293.run60.water5  20  1.9561
loop1.apoCaM-CA-Ng.Init293.run61.water5  20  1.9794
loop1.apoCaM-CA-Ng.Init293.run62.water5  20  1.9207
loop1.apoCaM-CA-Ng.Init293.run63.water5  20  1.8763
loop1.apoCaM-CA-Ng.Init293.run64.water5  20  1.9446
loop1.apoCaM-CA-Ng.Init293.run65.water5  20  1.9096
loop1.apoCaM-CA-Ng.Init293.run66.water5  20  1.9330
loop1.apoCaM-CA-Ng.Init293.run67.water5  20  1.9004
loop1.apoCaM-CA-Ng.Init293.run68.water5  20  1.8967
loop1.apoCaM-CA-Ng.Init293.run69.water5  20  1.9007
loop1.apoCaM-CA-Ng.Init293.run6.water3  20  2.0255
loop1.apoCaM-CA-Ng.Init293.run70.water5  20  1.9132
loop1.apoCaM-CA-Ng.Init293.run71.water5  20  1.8784
loop1.apoCaM-CA-Ng.Init293.run72.water5  20  2.0385
loop1.apoCaM-CA-Ng.Init293.run73.water5  20  1.9107
loop1.apoCaM-CA-Ng.Init293.run74.water5  20  1.9032
loop1.apoCaM-CA-Ng.Init293.run75.water6  20  1.8785
loop1.apoCaM-CA-Ng.Init293.run76.water5  20  1.8801
loop1.apoCaM-CA-Ng.Init293.run77.water5  20  1.8748
loop1.apoCaM-CA-Ng.Init293.run78.water5  20  1.9006
loop1.apoCaM-CA-Ng.Init293.run79.water5  20  1.9552
loop1.apoCaM-CA-Ng.Init293.run7.water3  20  2.0029
loop1.apoCaM-CA-Ng.Init293.run80.water5  20  1.8422
loop1.apoCaM-CA-Ng.Init293.run81.water5  20  1.9199
loop1.apoCaM-CA-Ng.Init293.run82.water5  20  1.9026
loop1.apoCaM-CA-Ng.Init293.run83.water5  20  1.8619
loop1.apoCaM-CA-Ng.Init293.run84.water5  20  1.9123
loop1.apoCaM-CA-Ng.Init293.run85.water5  20  1.9254
loop1.apoCaM-CA-Ng.Init293.run86.water5  20  1.8762
loop1.apoCaM-CA-Ng.Init293.run87.water4  20  1.9180
loop1.apoCaM-CA-Ng.Init293.run88.water4  20  1.9438
loop1.apoCaM-CA-Ng.Init293.run89.water5  20  1.8881
loop1.apoCaM-CA-Ng.Init293.run8.water3  20  1.9313
loop1.apoCaM-CA-Ng.Init293.run90.water5  20  1.9418
loop1.apoCaM-CA-Ng.Init293.run91.water5  20  1.9102
loop1.apoCaM-CA-Ng.Init293.run92.water5  20  1.9010
loop1.apoCaM-CA-Ng.Init293.run93.water5  20  1.9195
loop1.apoCaM-CA-Ng.Init293.run94.water5  20  1.9102
loop1.apoCaM-CA-Ng.Init293.run95.water5  20  1.9828
loop1.apoCaM-CA-Ng.Init293.run96.water6  20  1.9165
loop1.apoCaM-CA-Ng.Init293.run97.water5  20  1.9460
loop1.apoCaM-CA-Ng.Init293.run98.water5  20  1.9083
loop1.apoCaM-CA-Ng.Init293.run99.water5  20  1.9731
loop1.apoCaM-CA-Ng.Init293.run9.water4  20  1.9306
loop1.apoCaM-CA-Ng.Init295.run100.water5  20  1.6323
loop1.apoCaM-CA-Ng.Init295.run10.water6  20  1.8734
loop1.apoCaM-CA-Ng.Init295.run11.water6  20  1.9446
loop1.apoCaM-CA-Ng.Init295.run12.water5  20  1.9590
loop1.apoCaM-CA-Ng.Init295.run13.water5  20  1.9566
loop1.apoCaM-CA-Ng.Init295.run14.water5  20  1.8811
loop1.apoCaM-CA-Ng.Init295.run15.water5  20  1.8882
loop1.apoCaM-CA-Ng.Init295.run16.water5  20  1.9392
loop1.apoCaM-CA-Ng.Init295.run17.water5  20  2.0094
loop1.apoCaM-CA-Ng.Init295.run18.water5  20  1.9880
loop1.apoCaM-CA-Ng.Init295.run19.water6  20  1.8590
loop1.apoCaM-CA-Ng.Init295.run1.water6  20  1.8229
loop1.apoCaM-CA-Ng.Init295.run20.water5  20  1.9195
loop1.apoCaM-CA-Ng.Init295.run21.water6  20  1.9279
loop1.apoCaM-CA-Ng.Init295.run22.water5  20  1.9136
loop1.apoCaM-CA-Ng.Init295.run23.water5  20  1.9504
loop1.apoCaM-CA-Ng.Init295.run24.water5  20  1.9628
loop1.apoCaM-CA-Ng.Init295.run25.water6  20  1.8246
loop1.apoCaM-CA-Ng.Init295.run26.water5  20  1.9488
loop1.apoCaM-CA-Ng.Init295.run27.water5  20  2.0215
loop1.apoCaM-CA-Ng.Init295.run28.water6  20  1.8965
loop1.apoCaM-CA-Ng.Init295.run29.water5  20  1.9434
loop1.apoCaM-CA-Ng.Init295.run2.water6  20  1.8576
loop1.apoCaM-CA-Ng.Init295.run30.water4  20  1.9327
loop1.apoCaM-CA-Ng.Init295.run31.water6  20  1.8724
loop1.apoCaM-CA-Ng.Init295.run32.water6  20  1.9163
loop1.apoCaM-CA-Ng.Init295.run33.water6  20  1.8793
loop1.apoCaM-CA-Ng.Init295.run34.water5  20  1.9414
loop1.apoCaM-CA-Ng.Init295.run35.water5  20  1.8771
loop1.apoCaM-CA-Ng.Init295.run36.water6  20  1.8942
loop1.apoCaM-CA-Ng.Init295.run37.water5  20  1.9732
loop1.apoCaM-CA-Ng.Init295.run38.water6  20  1.9187
loop1.apoCaM-CA-Ng.Init295.run39.water6  20  1.8922
loop1.apoCaM-CA-Ng.Init295.run3.water5  20  1.9097
loop1.apoCaM-CA-Ng.Init295.run40.water6  20  1.8998
loop1.apoCaM-CA-Ng.Init295.run41.water5  20  1.8806
loop1.apoCaM-CA-Ng.Init295.run42.water5  20  1.9875
loop1.apoCaM-CA-Ng.Init295.run43.water5  20  1.9163
loop1.apoCaM-CA-Ng.Init295.run44.water6  20  1.9344
loop1.apoCaM-CA-Ng.Init295.run45.water6  20  1.9833
loop1.apoCaM-CA-Ng.Init295.run46.water7  20  1.9367
loop1.apoCaM-CA-Ng.Init295.run47.water7  20  1.8991
loop1.apoCaM-CA-Ng.Init295.run48.water7  20  1.9468
loop1.apoCaM-CA-Ng.Init295.run49.water6  20  1.9644
loop1.apoCaM-CA-Ng.Init295.run4.water5  20  1.9181
loop1.apoCaM-CA-Ng.Init295.run50.water6  20  1.9927
loop1.apoCaM-CA-Ng.Init295.run51.water6  20  1.9528
loop1.apoCaM-CA-Ng.Init295.run52.water7  20  1.8482
loop1.apoCaM-CA-Ng.Init295.run53.water6  20  1.9442
loop1.apoCaM-CA-Ng.Init295.run54.water6  20  1.8231
loop1.apoCaM-CA-Ng.Init295.run55.water5  20  1.9458
loop1.apoCaM-CA-Ng.Init295.run56.water5  20  1.8916
loop1.apoCaM-CA-Ng.Init295.run57.water4  20  1.8870
loop1.apoCaM-CA-Ng.Init295.run58.water5  20  1.9263
loop1.apoCaM-CA-Ng.Init295.run59.water5  20  1.9025
loop1.apoCaM-CA-Ng.Init295.run5.water5  20  1.9359
loop1.apoCaM-CA-Ng.Init295.run60.water4  20  2.0230
loop1.apoCaM-CA-Ng.Init295.run61.water5  20  2.0151
loop1.apoCaM-CA-Ng.Init295.run62.water6  20  2.0447
loop1.apoCaM-CA-Ng.Init295.run63.water6  20  1.9744
loop1.apoCaM-CA-Ng.Init295.run64.water5  20  2.0175
loop1.apoCaM-CA-Ng.Init295.run65.water5  20  1.9853
loop1.apoCaM-CA-Ng.Init295.run66.water5  20  2.0634
loop1.apoCaM-CA-Ng.Init295.run67.water5  20  1.9977
loop1.apoCaM-CA-Ng.Init295.run68.water5  20  2.0648
loop1.apoCaM-CA-Ng.Init295.run69.water5  20  2.0307
loop1.apoCaM-CA-Ng.Init295.run6.water5  20  1.9185
loop1.apoCaM-CA-Ng.Init295.run70.water5  20  1.9946
loop1.apoCaM-CA-Ng.Init295.run71.water5  20  1.9965
loop1.apoCaM-CA-Ng.Init295.run72.water4  20  2.0951
loop1.apoCaM-CA-Ng.Init295.run73.water5  20  2.0129
loop1.apoCaM-CA-Ng.Init295.run74.water6  20  2.0261
loop1.apoCaM-CA-Ng.Init295.run75.water5  20  2.0609
loop1.apoCaM-CA-Ng.Init295.run76.water5  20  2.0302
loop1.apoCaM-CA-Ng.Init295.run77.water5  20  1.9746
loop1.apoCaM-CA-Ng.Init295.run78.water5  20  2.0535
loop1.apoCaM-CA-Ng.Init295.run79.water5  20  2.0577
loop1.apoCaM-CA-Ng.Init295.run7.water6  20  1.8534
loop1.apoCaM-CA-Ng.Init295.run80.water5  20  2.0668
loop1.apoCaM-CA-Ng.Init295.run81.water5  20  1.9673
loop1.apoCaM-CA-Ng.Init295.run82.water6  20  1.9624
loop1.apoCaM-CA-Ng.Init295.run83.water5  20  1.9623
loop1.apoCaM-CA-Ng.Init295.run84.water5  20  1.9650
loop1.apoCaM-CA-Ng.Init295.run85.water6  20  1.9661
loop1.apoCaM-CA-Ng.Init295.run86.water6  20  1.9767
loop1.apoCaM-CA-Ng.Init295.run87.water5  20  1.9193
loop1.apoCaM-CA-Ng.Init295.run88.water6  20  2.0667
loop1.apoCaM-CA-Ng.Init295.run89.water6  20  2.0029
loop1.apoCaM-CA-Ng.Init295.run8.water5  20  1.8756
loop1.apoCaM-CA-Ng.Init295.run90.water5  20  2.0169
loop1.apoCaM-CA-Ng.Init295.run91.water6  20  1.9085
loop1.apoCaM-CA-Ng.Init295.run92.water6  20  1.9634
loop1.apoCaM-CA-Ng.Init295.run93.water5  20  2.0140
loop1.apoCaM-CA-Ng.Init295.run94.water7  20  2.0136
loop1.apoCaM-CA-Ng.Init295.run95.water8  20  1.9057
loop1.apoCaM-CA-Ng.Init295.run96.water5  20  1.6986
loop1.apoCaM-CA-Ng.Init295.run97.water5  20  1.9130
loop1.apoCaM-CA-Ng.Init295.run98.water5  20  1.9253
loop1.apoCaM-CA-Ng.Init295.run99.water5  20  1.7541
loop1.apoCaM-CA-Ng.Init295.run9.water6  20  1.9086
loop1.apoCaM-CA-Ng.Init31.run100.water5  20  1.9424
loop1.apoCaM-CA-Ng.Init31.run10.water7  20  1.9516
loop1.apoCaM-CA-Ng.Init31.run11.water6  20  1.9652
loop1.apoCaM-CA-Ng.Init31.run12.water5  20  1.9303
loop1.apoCaM-CA-Ng.Init31.run13.water6  20  2.0098
loop1.apoCaM-CA-Ng.Init31.run14.water6  20  1.9646
loop1.apoCaM-CA-Ng.Init31.run15.water6  20  2.0260
loop1.apoCaM-CA-Ng.Init31.run16.water7  20  1.9055
loop1.apoCaM-CA-Ng.Init31.run17.water6  20  2.0439
loop1.apoCaM-CA-Ng.Init31.run18.water5  20  1.9698
loop1.apoCaM-CA-Ng.Init31.run19.water5  20  1.9814
loop1.apoCaM-CA-Ng.Init31.run1.water5  20  2.0530
loop1.apoCaM-CA-Ng.Init31.run20.water5  20  1.9885
loop1.apoCaM-CA-Ng.Init31.run21.water4  20  1.9628
loop1.apoCaM-CA-Ng.Init31.run22.water4  20  1.9216
loop1.apoCaM-CA-Ng.Init31.run23.water4  20  1.9257
loop1.apoCaM-CA-Ng.Init31.run24.water5  20  1.9129
loop1.apoCaM-CA-Ng.Init31.run25.water4  20  1.9211
loop1.apoCaM-CA-Ng.Init31.run26.water4  20  1.8601
loop1.apoCaM-CA-Ng.Init31.run27.water4  20  1.9943
loop1.apoCaM-CA-Ng.Init31.run28.water4  20  1.9731
loop1.apoCaM-CA-Ng.Init31.run29.water5  20  1.9901
loop1.apoCaM-CA-Ng.Init31.run2.water5  20  2.0453
loop1.apoCaM-CA-Ng.Init31.run30.water4  20  2.0220
loop1.apoCaM-CA-Ng.Init31.run31.water4  20  1.9983
