  20039909
                   1.2605852E+01   1.0117385E+00  -5.5555185E+00
                   1.0977365E+01   1.5935058E+00  -3.2591329E+00
                   1.1725198E+01   3.0529733E+00  -1.5439345E+00
                   1.2597295E+01   2.6292608E+00  -6.8302256E+00
                   1.4535627E+01   6.2668227E-01  -4.9491583E+00
                   1.1851228E+01  -6.3638790E-01  -6.5339241E+00
                   8.8037893E+00   3.5719034E-01  -2.8907195E+00
                   7.0354442E+00   8.3485638E-01  -6.6963385E-01
                   8.2094497E+00  -6.9978443E-02   1.8817589E+00
                   8.1110252E+00   1.2377856E+00   3.7897907E+00
                   4.2856718E+00  -2.1867531E-01  -1.1767853E+00
                   4.0024661E+00  -3.0670744E+00  -1.8252731E+00
                   5.9004086E+00  -4.4397959E+00  -1.4039455E+00
                   1.9404141E+00  -3.9347723E+00  -2.7237755E+00
                   8.3572508E+00  -8.5595328E-01  -4.2825122E+00
                   6.7016751E+00   2.8661663E+00  -5.8632528E-01
                   3.5285417E+00   1.1217281E+00  -2.5579066E+00
                   3.0593927E+00  -1.1982752E-02   4.7846917E-01
                   9.2131550E+00  -2.4635564E+00   2.0034497E+00
                   1.0544767E+01  -3.3245647E+00   4.3105878E+00
                   8.8506961E+00  -3.6452947E+00   6.5869404E+00
                   7.1832226E+00  -5.0708510E+00   6.5330303E+00
                   1.1892089E+01  -5.7224361E+00   3.7146004E+00
                   1.3180395E+01  -5.9121627E+00   1.1096925E+00
                   1.4860011E+01  -8.2448386E+00   1.1769686E+00
                   1.3717220E+01  -1.0852371E+01   1.8679809E+00
                   1.2018973E+01  -1.1935802E+01  -2.0002183E-01
                   8.8278058E+00  -3.7659310E+00   6.8776199E-01
                   1.1845623E+01  -1.9021944E+00   5.0309003E+00
                   1.0643627E+01  -7.3582793E+00   3.8655536E+00
                   1.3368621E+01  -5.8961775E+00   5.1391117E+00
                   1.4173387E+01  -4.2074163E+00   5.2701056E-01
                   1.1872368E+01  -6.1511431E+00  -4.5558459E-01
                   1.6359978E+01  -7.7948910E+00   2.5208964E+00
                   1.6014027E+01  -8.4205113E+00  -5.3396853E-01
                   1.2551832E+01  -1.0629711E+01   3.5493079E+00
                   1.5239497E+01  -1.2156792E+01   2.3851970E+00
                   1.2962332E+01  -1.1977560E+01  -1.8708079E+00
                   1.1660552E+01  -1.3760743E+01   2.6176673E-01
                   1.0351199E+01  -1.1026211E+01  -1.9042013E-01
                   8.9917225E+00  -2.1112623E+00   8.6052811E+00
                   7.2931593E+00  -1.7510938E+00   1.0721655E+01
                   5.0661891E+00   1.0286723E-01   1.0322031E+01
                   3.5056458E+00   4.3434974E-01   1.1941889E+01
                   8.8787358E+00  -8.9569610E-01   1.3110267E+01
                   1.0910934E+01   1.1247573E+00   1.2906821E+01
                   1.2055155E+01   1.8479593E+00   1.4941604E+01
                   1.1450557E+01   2.1171602E+00   1.0764862E+01
                   1.0482459E+01  -9.1881879E-01   8.5983572E+00
                   6.5896975E+00  -3.6146546E+00   1.1218504E+01
                   9.8888624E+00  -2.4650323E+00   1.3958567E+01
                   7.5844795E+00  -3.0562349E-01   1.4579913E+01
                   4.9237661E+00   1.4378037E+00   8.2619765E+00
                   3.4232500E+00   3.8214398E+00   7.7726093E+00
                   1.9391669E+00   3.4671218E+00   5.2235919E+00
                   1.7545728E-01   1.9789759E+00   5.1314432E+00
                   6.3139411E+00   9.3347740E-01   7.0362794E+00
                   4.8617491E+00   5.2893336E+00   7.5957196E+00
                   2.0730672E+00   4.1242041E+00   9.3022820E+00
                   2.3412647E+00   4.9798135E+00   3.2485316E+00
                   4.1079053E+00   7.2526890E+00   3.1134747E+00
                   4.8699032E+00   7.6787844E+00   2.6483376E-01
                   3.2693110E+00   7.5158843E+00  -1.4170904E+00
                   2.6404291E+00   9.4433066E+00   4.2950599E+00
                   4.0588139E+00   1.1895103E+01   3.7817121E+00
                   6.3200752E+00   1.2274148E+01   4.8292704E+00
                   3.4512708E+00   1.3385895E+01   2.1234983E+00
                   1.3380904E+00   4.3842115E+00   1.7238685E+00
                   5.8601782E+00   6.7560369E+00   4.0643849E+00
                   2.6657665E+00   8.9629609E+00   6.2969279E+00
                   7.4928769E-01   9.6332940E+00   3.5138585E+00
                   6.9001644E+00   1.1250125E+01   6.3342141E+00
                   7.4552525E+00   1.3736756E+01   4.3504478E+00
                   7.2661174E+00   7.6352149E+00  -4.8342970E-01
                   9.6121045E+00   7.8467206E+00   9.8933392E-01
                   1.1761141E+01   8.7640162E+00  -7.5628913E-01
                   1.1357471E+01   9.9707499E+00  -2.7988448E+00
                   7.5145483E+00   7.9826353E+00  -2.3310356E+00
                   1.0003599E+01   6.0714175E+00   1.9292987E+00
                   9.2875232E+00   9.3421873E+00   2.3655136E+00
                   1.4077810E+01   7.8125411E+00  -2.0118779E-01
                   1.6298477E+01   8.3008349E+00  -1.7143972E+00
                   1.7944910E+01   5.9576144E+00  -2.0973388E+00
                   1.7874620E+01   4.3156995E+00  -5.0302049E-01
                   1.7735173E+01   1.0547028E+01  -5.8317511E-01
                   1.9937713E+01   1.1614101E+01  -1.9428292E+00
                   2.2433952E+01   1.1196696E+01  -1.0795400E+00
                   1.9523249E+01   1.2946122E+01  -4.2286531E+00
                   2.4573358E+01   1.2180737E+01  -2.3778668E+00
                   2.1617859E+01   1.4020746E+01  -5.4504479E+00
                   2.4108300E+01   1.3694931E+01  -4.4516559E+00
                   2.6218157E+01   1.4540761E+01  -5.8976515E+00
                   1.4298689E+01   6.7335661E+00   1.3545197E+00
                   1.5626681E+01   8.7454553E+00  -3.6090894E+00
                   1.8385182E+01   9.7561791E+00   1.2046342E+00
                   1.6263105E+01   1.1890592E+01  -1.0479853E-01
                   2.2705661E+01   9.9549593E+00   5.1192677E-01
                   1.7598684E+01   1.3179707E+01  -4.9037123E+00
                   2.6483557E+01   1.1704755E+01  -1.8769193E+00
                   2.1303344E+01   1.4874390E+01  -7.2795231E+00
                   2.5906616E+01   1.5601744E+01  -7.3264847E+00
                   1.9562831E+01   5.9648369E+00  -4.1545078E+00
                   2.1253187E+01   3.9286666E+00  -5.0198247E+00
                   2.3293951E+01   3.3852343E+00  -3.0841122E+00
                   2.3927127E+01   5.0217975E+00  -1.5383182E+00
                   2.2420595E+01   4.6507328E+00  -7.6268679E+00
